user_id,video_id,pred_score,hit
U0001,V0012,0.9301191612762704,1
U0001,V0019,0.9260123055406893,1
U0001,V0045,0.9172765678994323,1
U0001,V0032,0.912907048499772,1
U0001,V0446,0.9120274955839752,1
U0001,V0029,0.907255347700876,1
U0001,V0050,0.9072257112866404,1
U0001,V0976,0.9064417064114756,1
U0001,V0109,0.9025846102692436,1
U0001,V0279,0.8977300276658428,1
U0002,V0012,0.9891174055106696,1
U0002,V0030,0.9878483103253358,1
U0002,V0050,0.9848786801013292,1
U0002,V0725,0.9836531291184548,1
U0002,V0976,0.9831437987861206,1
U0002,V0637,0.9819639879139516,1
U0002,V0182,0.9815481918832308,1
U0002,V0032,0.98115811027392,1
U0002,V0279,0.9811185888109728,1
U0002,V0316,0.9799799560814062,1
U0003,V0030,0.9871978925313004,1
U0003,V0050,0.9863470778317496,1
U0003,V0019,0.9855435936934592,1
U0003,V0048,0.9841841537942612,1
U0003,V0976,0.9840816379117802,1
U0003,V0725,0.9835021498856056,1
U0003,V0279,0.982218667800254,1
U0003,V0026,0.9812907729905866,1
U0003,V0013,0.9809623602756866,1
U0003,V0753,0.9809192909536152,1
U0004,V0030,0.988403233770588,1
U0004,V0976,0.9850129333324232,1
U0004,V0019,0.9850015165020644,1
U0004,V0029,0.9836049200793536,1
U0004,V0725,0.9835995015473638,1
U0004,V0003,0.9816920146415862,1
U0004,V0010,0.9816283487169954,1
U0004,V0316,0.9808872465739484,1
U0004,V0637,0.9807671805831336,1
U0004,V0182,0.9803243466047986,1
U0005,V0030,0.9527177388197552,1
U0005,V0002,0.941231947530508,1
U0005,V0045,0.9403850311570638,1
U0005,V0976,0.9374641127332412,1
U0005,V0026,0.9357761444852116,1
U0005,V0032,0.9305081975214832,1
U0005,V0109,0.9215168828975684,1
U0005,V0029,0.915558029668783,1
U0005,V0018,0.9126258955607486,1
U0005,V0023,0.9103023523584902,1
U0006,V0030,0.910146677833094,1
U0006,V0045,0.8780513726354034,1
U0006,V0019,0.8552317542789211,1
U0006,V0019,0.838861556864794,1
U0006,V0446,0.8281411592275748,1
U0006,V0003,0.8115995609301088,1
U0006,V0097,0.8023341114358492,1
U0006,V0029,0.8016500013306778,1
U0006,V0050,0.8004892182714378,1
U0006,V0030,0.7955567546291458,1
U0007,V0030,0.8240867245990462,1
U0007,V0446,0.8199936486387239,1
U0007,V0003,0.811382541561219,1
U0007,V0019,0.8110956834657874,1
U0007,V0050,0.7914499353559399,1
U0007,V0021,0.787877621892116,1
U0007,V0048,0.784560850294342,1
U0007,V0717,0.7843522604327889,1
U0007,V0025,0.7835937765689671,1
U0007,V0312,0.7835937765689671,1
U0008,V0030,0.9891602508758648,1
U0008,V0045,0.9867642606267638,1
U0008,V0026,0.9867115555743802,1
U0008,V0725,0.9854113077744364,1
U0008,V0976,0.9847463194788316,1
U0008,V0050,0.9838697470697346,1
U0008,V0637,0.9828864367462756,1
U0008,V0182,0.982491527363518,1
U0008,V0097,0.98221412349446,1
U0008,V0316,0.9821260220789118,1
U0009,V0012,0.9903445693745484,1
U0009,V0030,0.9895177984431276,1
U0009,V0976,0.984356648271539,1
U0009,V0725,0.984106189659228,1
U0009,V0026,0.9835231531252292,1
U0009,V0279,0.9830216995984752,1
U0009,V0753,0.9828372130003156,1
U0009,V0316,0.9806192803076872,1
U0009,V0003,0.980155379443208,1
U0009,V0446,0.97768926404131,1
U0010,V0030,0.988959864422358,1
U0010,V0976,0.9865338799535333,1
U0010,V0725,0.9844947586883908,1
U0010,V0050,0.9837029443608256,1
U0010,V0026,0.9832833295321368,1
U0010,V0003,0.9830368328333552,1
U0010,V0029,0.9817849838584856,1
U0010,V0316,0.9810914587364872,1
U0010,V0032,0.979854282002873,1
U0010,V0279,0.978312594745262,1
U0011,V0012,0.951038368932066,1
U0011,V0019,0.948773408576663,1
U0011,V0045,0.9389670391272448,1
U0011,V0976,0.933945520198123,1
U0011,V0032,0.9338433570467126,1
U0011,V0109,0.9278894658225944,1
U0011,V0003,0.9243317119708734,1
U0011,V0236,0.9051971228783868,1
U0011,V0493,0.9051971228783868,1
U0011,V0023,0.9001946662746194,1
U0012,V0279,0.9855852803546206,1
U0012,V0019,0.9852741847742194,1
U0012,V0725,0.9847297828569408,1
U0012,V0753,0.9847129593874708,1
U0012,V0446,0.9823517552935566,1
U0012,V0976,0.982138902783381,1
U0012,V0029,0.9811192270682944,1
U0012,V0003,0.9807163626865112,1
U0012,V0006,0.9806761135359436,1
U0012,V0316,0.980428803929396,1
U0013,V0012,0.9886633643915432,1
U0013,V0030,0.9873841060745444,1
U0013,V0019,0.9839884485775992,1
U0013,V0725,0.983741234644952,1
U0013,V0279,0.9831319146089532,1
U0013,V0976,0.9823129719463212,1
U0013,V0753,0.9821138201566124,1
U0013,V0034,0.9808265622388074,1
U0013,V0446,0.9793864236724872,1
U0013,V0316,0.97916771353082,1
U0014,V0002,0.8970570554668189,1
U0014,V0030,0.8864389623562714,1
U0014,V0012,0.8731230547256854,1
U0014,V0045,0.8630728799625296,1
U0014,V0019,0.8611324229853987,1
U0014,V0029,0.8567701517397669,1
U0014,V0236,0.8478174985145038,1
U0014,V0493,0.8478174985145038,1
U0014,V0109,0.8463756469145006,1
U0014,V0989,0.8372793337380863,1
U0015,V0002,0.924515016599154,1
U0015,V0030,0.9064711342436436,1
U0015,V0012,0.9052569875081572,1
U0015,V0019,0.9010944350401132,1
U0015,V0045,0.9009210517717272,1
U0015,V0032,0.8939793510533027,1
U0015,V0010,0.8885239924327882,1
U0015,V0026,0.8879993692555145,1
U0015,V0236,0.8860023498414561,1
U0015,V0493,0.8860023498414561,1
U0016,V0002,0.8839279639149472,1
U0016,V0030,0.857443291362738,1
U0016,V0012,0.8527544958086034,1
U0016,V0010,0.8463410907618871,1
U0016,V0029,0.843764155793237,1
U0016,V0236,0.8430640360205354,1
U0016,V0493,0.8430640360205354,1
U0016,V0003,0.8422197096092104,1
U0016,V0989,0.8358161132606093,1
U0016,V0032,0.8346198789454817,1
U0017,V0002,0.9174703974032968,1
U0017,V0030,0.9130978306724168,1
U0017,V0012,0.9117270260258612,1
U0017,V0019,0.9078197901674864,1
U0017,V0026,0.8997708276191395,1
U0017,V0029,0.8935865123415924,1
U0017,V0109,0.8915529380606145,1
U0017,V0003,0.8849198803833622,1
U0017,V0976,0.8826043777830386,1
U0017,V0018,0.8807965640717467,1
U0018,V0019,0.9846928865598068,1
U0018,V0030,0.9841470888818996,1
U0018,V0050,0.980419752429628,1
U0018,V0976,0.9801472749941474,1
U0018,V0002,0.977296660285339,1
U0018,V0026,0.9766123759918772,1
U0018,V0032,0.9758300180714408,1
U0018,V0725,0.9753872847985388,1
U0018,V0279,0.9746514142502628,1
U0018,V0316,0.9729917356502864,1
U0019,V0030,0.8416927612377213,1
U0019,V0002,0.8340227772653072,1
U0019,V0045,0.8072939572490627,1
U0019,V0019,0.8047418640462249,1
U0019,V0029,0.7966451855547996,1
U0019,V0003,0.7958494875881246,1
U0019,V0018,0.7946339717850206,1
U0019,V0010,0.7873705886013008,1
U0019,V0109,0.7854854786216221,1
U0019,V0236,0.7831193201818214,1
U0020,V0030,0.9299544605250732,1
U0020,V0012,0.9264840802702896,1
U0020,V0002,0.9259271237875396,1
U0020,V0019,0.9221814664763134,1
U0020,V0045,0.9130358984542112,1
U0020,V0446,0.9120274955839752,1
U0020,V0003,0.9064182426025492,1
U0020,V0976,0.9017051266583448,1
U0020,V0279,0.8977300276658428,1
U0020,V0109,0.8976748009074418,1
U0021,V0019,0.984688938051458,1
U0021,V0725,0.9839809441713984,1
U0021,V0976,0.9837714860085476,1
U0021,V0010,0.983423336602274,1
U0021,V0637,0.982155465786916,1
U0021,V0045,0.9818516191098972,1
U0021,V0182,0.9817440019543656,1
U0021,V0097,0.9811640735608772,1
U0021,V0316,0.9803799625588536,1
U0021,V0002,0.9799037177704945,1
U0022,V0030,0.9518318632918736,1
U0022,V0002,0.9515953344965116,1
U0022,V0012,0.950431054886928,1
U0022,V0019,0.9420645888212512,1
U0022,V0026,0.9356822770490312,1
U0022,V0446,0.9354097061066734,1
U0022,V0045,0.935247436231182,1
U0022,V0032,0.9346984149119868,1
U0022,V0050,0.933415555990184,1
U0022,V0976,0.933141093600588,1
U0023,V0446,0.7517435435302682,1
U0023,V0012,0.7501872343197943,1
U0023,V0030,0.7495714590526642,1
U0023,V0030,0.7495714590526642,1
U0023,V0030,0.7495714590526642,1
U0023,V0030,0.7495714590526642,1
U0023,V0030,0.7495714590526642,1
U0023,V0030,0.7495714590526642,1
